segmentation_method,description,tip_ratio,middle_ratio,root_ratio,left_ratio,center_ratio,right_ratio
tip_middle_root_1_2_2,Tongue tip : middle : root = 1 : 2 : 2; left : center : right = 1 : 2 : 1,0.2,0.4,0.4,0.25,0.5,0.25
